local_prefix,local_code,vocabulary,mapped_to_code,mapped_to_description
AEMPS,760710,Route,Topical Product,
AEMPS,760728,Strength,2 MG/ML,
AEMPS,760728,RxNorm,7455,nitrofurazone
AEMPS,760728,Route,Topical Product,
AEMPS,761254,Strength,25 MG,
AEMPS,761254,RxNorm,7531,nortriptyline
AEMPS,761254,Route,Oral Product,
AEMPS,761775,Strength,10 MG,
AEMPS,761775,RxNorm,71535,vecuronium
AEMPS,761775,Route,Injectable Product,
AEMPS,761833,Strength,50 MG,
AEMPS,761833,RxNorm,8134,phenobarbital
AEMPS,761833,Route,Oral Product,
AEMPS,761924,Strength,15 MG,
AEMPS,761924,RxNorm,15996,mirtazapine
AEMPS,761924,Route,Oral Product,
AEMPS,763334,Strength,200 MG,
AEMPS,763334,RxNorm,4440,flavoxate
AEMPS,763334,Route,Oral Product,
AEMPS,763532,RxNorm,21212,clarithromycin
AEMPS,763532,Strength,500 MG,
AEMPS,763532,Route,Oral Product,
AEMPS,764050,RxNorm,275891,valganciclovir
AEMPS,764050,Strength,450 MG,
AEMPS,764050,Route,Oral Product,
AEMPS,764118,Strength,2 MG,
AEMPS,764118,RxNorm,235535,carbomer
AEMPS,764118,Route,Ophthalmic Product,
AEMPS,764555,Strength,1 MG/ML,
AEMPS,764555,RxNorm,3355,diclofenac
AEMPS,764555,Route,Ophthalmic Product,
AEMPS,764563,RxNorm,3014,cyproterone
AEMPS,764563,Strength,50 MG,
AEMPS,764563,Route,Oral Product,
AEMPS,764837,Strength,1 MG,
AEMPS,764837,RxNorm,4083,estradiol
AEMPS,764837,Route,Oral Product,
AEMPS,764910,Strength,1000 MG,
AEMPS,764910,RxNorm,11124,vancomycin
AEMPS,764910,Route,Injectable Product,
AEMPS,765644,Strength,1 MG/ML,
AEMPS,765644,RxNorm,135391,olopatadine
AEMPS,765644,Route,Ophthalmic Product,
AEMPS,765875,Strength,10 MG/ML,
AEMPS,765875,RxNorm,2582,clindamycin
AEMPS,765875,Route,Topical Product,
AEMPS,765917,RxNorm,2582,clindamycin
AEMPS,765917,Strength,300 MG,
AEMPS,765917,Route,Oral Product,
AEMPS,766030,RxNorm,119565,tolterodine
AEMPS,766030,Strength,2 MG,
AEMPS,766030,Route,Oral Product,
AEMPS,766048,Strength,1 MG,
AEMPS,766048,RxNorm,283746,tasonermin
AEMPS,766048,Route,Injectable Product,
AEMPS,766170,RxNorm,48203,clavulanate
AEMPS,766170,RxNorm,723,amoxicillin
AEMPS,766170,Route,Oral Product,
AEMPS,766451,RxNorm,48203,clavulanate
AEMPS,766451,RxNorm,723,amoxicillin
AEMPS,766451,Route,Oral Product,
AEMPS,767111,Strength,20 MG,
AEMPS,767111,RxNorm,42372,mupirocin
AEMPS,767111,Route,Nasal Product,
AEMPS,767475,RxNorm,18631,azithromycin
AEMPS,767475,Strength,500 MG,
AEMPS,767475,Route,Injectable Product,
AEMPS,768283,Strength,10 MG/ML,
AEMPS,768283,RxNorm,10171,sulfadiazine
AEMPS,768283,Route,Topical Product,
AEMPS,768341,Strength,12.5 MG/ML,
AEMPS,768341,RxNorm,3616,dobutamine
AEMPS,768341,Route,Injectable Product,
AEMPS,768853,RxNorm,2358,chlorhexidine
AEMPS,768853,Strength,40 MG/ML,
AEMPS,768853,Route,Topical Product,
AEMPS,768937,RxNorm,2358,chlorhexidine
AEMPS,769224,RxNorm,1889,calcifediol
AEMPS,769224,Strength,2 MG/ML,
AEMPS,769224,Route,Oral Product,
AEMPS,769232,RxNorm,1889,calcifediol
AEMPS,769232,Route,Oral Product,
AEMPS,769562,RxNorm,2409,chlorthalidone
AEMPS,769562,Strength,50 MG,
AEMPS,769562,Route,Oral Product,
AEMPS,769745,RxNorm,2473,chondroitin sulfates
AEMPS,769745,Strength,3 MG,
AEMPS,769745,Route,Topical Product,
AEMPS,769885,RxNorm,6972,mineral oil
AEMPS,769885,Strength,800 MG/ML,
AEMPS,769885,Route,Oral Product,
AEMPS,769893,RxNorm,6972,mineral oil
AEMPS,769893,Strength,800 MG/ML,
AEMPS,769893,Route,Oral Product,
AEMPS,770065,Strength,1 MG,
AEMPS,770065,RxNorm,6470,lorazepam
AEMPS,770065,Route,Oral Product,
AEMPS,770073,Strength,20 MG,
AEMPS,770073,RxNorm,5492,hydrocortisone
AEMPS,770073,Route,Oral Product,
AEMPS,770487,RxNorm,115698,ziprasidone
AEMPS,770487,Strength,20 MG,
AEMPS,770487,Route,Injectable Product,
AEMPS,770586,RxNorm,1236136,tocopherol
AEMPS,770586,Strength,50 MG,
AEMPS,770586,Route,Oral Product,
AEMPS,770719,Strength,10 MG,
AEMPS,770719,RxNorm,2356,chlordiazepoxide
AEMPS,770719,Route,Oral Product,
AEMPS,770727,RxNorm,2356,chlordiazepoxide
AEMPS,770727,Strength,25 MG,
AEMPS,770727,Route,Oral Product,
AEMPS,770735,RxNorm,2356,chlordiazepoxide
AEMPS,770735,Strength,5 MG,
AEMPS,770735,Route,Oral Product,
AEMPS,770792,RxNorm,15996,mirtazapine
AEMPS,770818,Strength,60 MG/ML,
AEMPS,770818,RxNorm,6038,isoniazid
AEMPS,770818,Route,Injectable Product,
AEMPS,770842,RxNorm,15996,mirtazapine
AEMPS,770909,RxNorm,7934,paromomycin
AEMPS,770917,Strength,250 MG,
AEMPS,770917,RxNorm,7934,paromomycin
AEMPS,770917,Route,Oral Product,
AEMPS,771022,Strength,200 MG/ML,
AEMPS,771022,RxNorm,265323,mycophenolate
AEMPS,771022,Route,Oral Product,
AEMPS,771147,RxNorm,6470,lorazepam
AEMPS,771220,RxNorm,58939,collagenase
AEMPS,771220,RxNorm,8031,protease
AEMPS,771220,Route,Topical Product,
AEMPS,771436,RxNorm,1256,azathioprine
AEMPS,771436,Strength,50 MG,
AEMPS,771436,Route,Injectable Product,
AEMPS,771451,Strength,100 MG,
AEMPS,771451,RxNorm,5781,indomethacin
AEMPS,771451,Route,Rectal Product,
AEMPS,771469,Strength,25 MG,
AEMPS,771469,RxNorm,5781,indomethacin
AEMPS,771469,Route,Oral Product,
AEMPS,771477,Strength,25 MG,
AEMPS,771477,RxNorm,5781,indomethacin
AEMPS,771477,Route,Oral Product,
AEMPS,771568,Strength,500 MG,
AEMPS,771568,RxNorm,52582,mesalamine
AEMPS,771568,Route,Oral Product,
AEMPS,771618,Strength,1000 MG,
AEMPS,771618,RxNorm,52582,mesalamine
AEMPS,771618,Route,Oral Product,
AEMPS,771675,Strength,100 MG,
AEMPS,771675,RxNorm,28031,itraconazole
AEMPS,771675,Route,Oral Product,
AEMPS,771808,RxNorm,58939,collagenase
AEMPS,771808,RxNorm,8031,protease
AEMPS,771808,Route,Topical Product,
AEMPS,772566,Strength,400 MG,
AEMPS,772566,RxNorm,7517,norfloxacin
AEMPS,772566,Route,Oral Product,
AEMPS,772665,RxNorm,35296,ramipril
AEMPS,772665,Strength,5 MG,
AEMPS,772665,Route,Oral Product,
AEMPS,772681,Strength,2.5 MG,
AEMPS,772681,RxNorm,35296,ramipril
AEMPS,772681,Route,Oral Product,
AEMPS,773143,RxNorm,7258,naproxen
AEMPS,773317,RxNorm,58939,collagenase
AEMPS,773317,RxNorm,7299,neomycin
AEMPS,773317,Route,Topical Product,
AEMPS,773564,RxNorm,8328,pilocarpine
AEMPS,773614,Strength,3 MG/ML,
AEMPS,773614,RxNorm,7623,ofloxacin
AEMPS,773614,Route,Ophthalmic Product,
AEMPS,773663,Route,Injectable Product,
AEMPS,773663,RxNorm,OMOP997920,Fotemustine
AEMPS,773879,Strength,250 MG,
AEMPS,773879,RxNorm,62427,ursodeoxycholate
AEMPS,773879,Route,Oral Product,
AEMPS,774125,Strength,1000 MG,
AEMPS,774125,RxNorm,2183,cefonicid
AEMPS,774125,Route,Injectable Product,
AEMPS,774471,Strength,20 MG/ML,
AEMPS,774471,RxNorm,8782,propofol
AEMPS,774471,Route,Injectable Product,
AEMPS,774547,RxNorm,11246,vitamin A
AEMPS,774547,RxNorm,11256,vitamin E
AEMPS,774547,RxNorm,1151,ascorbic acid
AEMPS,774547,RxNorm,1588,biotin
AEMPS,774547,RxNorm,2418,cholecalciferol
AEMPS,774547,RxNorm,684879,pyridoxine
AEMPS,774547,RxNorm,7405,niacinamide
AEMPS,774547,RxNorm,9346,riboflavin
AEMPS,774547,Route,Oral Product,
AEMPS,775486,RxNorm,27334,hypromellose
AEMPS,775486,RxNorm,9863,sodium chloride
AEMPS,775486,Route,Ophthalmic Product,
AEMPS,775502,Strength,100 UNT/ML,
AEMPS,775502,RxNorm,51428,"insulin aspart, human"
AEMPS,775502,Route,Injectable Product,
AEMPS,775536,Strength,100 UNT/ML,
AEMPS,775536,RxNorm,51428,"insulin aspart, human"
AEMPS,775536,Route,Injectable Product,
AEMPS,775688,RxNorm,24947,ferrous sulfate
AEMPS,775692,RxNorm,2231,cephalexin
AEMPS,775932,Strength,100 UNT/ML,
AEMPS,775932,RxNorm,253182,"insulin, regular, human"
AEMPS,775932,Route,Injectable Product,
AEMPS,776211,Strength,50 MG/ML,
AEMPS,776211,RxNorm,6130,ketamine
AEMPS,776211,Route,Injectable Product,
AEMPS,776427,Strength,100 UNT/ML,
AEMPS,776427,RxNorm,253182,"insulin, regular, human"
AEMPS,776427,Route,Injectable Product,
AEMPS,776468,RxNorm,253182,"insulin, regular, human"
AEMPS,776468,Route,Injectable Product,
AEMPS,776518,Strength,75 UNT,
AEMPS,776518,Route,Injectable Product,
AEMPS,776518,RxNorm,OMOP993070,human menopausal gonadotrophin
AEMPS,776773,Strength,2.66 MG/ML,
AEMPS,776773,RxNorm,90176,iron
AEMPS,776773,Route,Oral Product,
AEMPS,777086,RxNorm,6205,Lactobacillus acidophilus
AEMPS,777086,Route,Oral Product,
AEMPS,777102,RxNorm,6205,Lactobacillus acidophilus
AEMPS,777102,Route,Oral Product,
AEMPS,777144,Strength,100 MG,
AEMPS,777144,RxNorm,2592,clofazimine
AEMPS,777144,Route,Oral Product,
AEMPS,777177,Strength,0.25 MG/ML,
AEMPS,777177,RxNorm,3407,digoxin
AEMPS,777177,Route,Injectable Product,
AEMPS,777268,RxNorm,253182,"insulin, regular, human"
AEMPS,777268,Route,Injectable Product,
AEMPS,777730,RxNorm,2403,chlorpromazine
AEMPS,777755,Strength,100 MG,
AEMPS,777755,RxNorm,2403,chlorpromazine
AEMPS,777755,Route,Oral Product,
AEMPS,777789,RxNorm,2403,chlorpromazine
AEMPS,777789,Strength,25 MG,
AEMPS,777789,Route,Oral Product,
AEMPS,777797,RxNorm,2403,chlorpromazine
AEMPS,777797,Strength,5 MG/ML,
AEMPS,777797,Route,Injectable Product,
AEMPS,778308,RxNorm,11201,vincamine
AEMPS,778308,RxNorm,8351,piracetam
AEMPS,778308,Route,Oral Product,
AEMPS,778654,RxNorm,6038,isoniazid
AEMPS,778654,RxNorm,684879,pyridoxine
AEMPS,778654,Route,Oral Product,
AEMPS,778670,RxNorm,6038,isoniazid
AEMPS,778670,RxNorm,684879,pyridoxine
AEMPS,778670,Route,Oral Product,
AEMPS,778779,RxNorm,260101,oseltamivir
AEMPS,778779,Strength,75 MG,
AEMPS,778779,Route,Oral Product,
AEMPS,778787,Strength,12 MG/ML,
AEMPS,778787,RxNorm,260101,oseltamivir
AEMPS,778787,Route,Oral Product,
AEMPS,779074,RxNorm,28439,lamotrigine
AEMPS,779074,Strength,50 MG,
AEMPS,779074,Route,Oral Product,
AEMPS,779090,Strength,25 MG,
AEMPS,779090,RxNorm,28439,lamotrigine
AEMPS,779090,Route,Oral Product,
AEMPS,779116,Strength,10000000000 UNT,
AEMPS,779116,RxNorm,6205,Lactobacillus acidophilus
AEMPS,779116,Route,Oral Product,
AEMPS,779553,Strength,1.5 MG,
AEMPS,779553,RxNorm,1749,bromazepam
AEMPS,779553,Route,Oral Product,
AEMPS,779595,Strength,0.8 MG/ML,
AEMPS,779595,RxNorm,77655,zoledronic acid
AEMPS,779595,Route,Injectable Product,
AEMPS,779652,Strength,100 MG,
AEMPS,779652,RxNorm,282388,imatinib
AEMPS,779652,Route,Oral Product,
AEMPS,779660,RxNorm,282388,imatinib
AEMPS,779660,Strength,400 MG,
AEMPS,779660,Route,Oral Product,
AEMPS,779678,Strength,135 MG,
AEMPS,779678,RxNorm,29410,mebeverine
AEMPS,779678,Route,Oral Product,
AEMPS,779686,RxNorm,4986,chorionic gonadotropin
AEMPS,779694,RxNorm,47630,calcium polystyrene sulfonate product
AEMPS,779694,Route,Oral Product,
AEMPS,779702,Strength,0.1 MG,
AEMPS,779702,RxNorm,25126,fluocinolone
AEMPS,779702,Route,Rectal Product,
AEMPS,779801,Strength,10 MG,
AEMPS,779801,RxNorm,16521,adefovir
AEMPS,779801,Route,Oral Product,
AEMPS,780379,RxNorm,1378,benzalkonium
AEMPS,780379,RxNorm,34323,potassium sulfate
AEMPS,780379,Route,Topical Product,
AEMPS,780627,Strength,10 MG,
AEMPS,780627,RxNorm,1292,baclofen
AEMPS,780627,Route,Oral Product,
AEMPS,780635,RxNorm,1292,baclofen
AEMPS,780635,Strength,25 MG,
AEMPS,780635,Route,Oral Product,
AEMPS,780650,RxNorm,135775,zolmitriptan
AEMPS,780650,Strength,5 MG,
AEMPS,780650,Route,Oral Product,
AEMPS,780684,RxNorm,237162,dexketoprofen
AEMPS,780684,Strength,25 MG/ML,
AEMPS,780684,Route,Injectable Product,
AEMPS,780700,RxNorm,5487,hydrochlorothiazide
AEMPS,780700,RxNorm,69749,valsartan
AEMPS,780700,Route,Oral Product,
AEMPS,781195,Strength,240 MG/ML,
AEMPS,781195,RxNorm,27781,iopromide
AEMPS,781195,Route,Injectable Product,
AEMPS,781203,RxNorm,27781,iopromide
AEMPS,781203,Strength,370 MG/ML,
AEMPS,781203,Route,Injectable Product,
AEMPS,781419,RxNorm,27781,iopromide
AEMPS,781419,Strength,370 MG/ML,
AEMPS,781419,Route,Injectable Product,
AEMPS,781567,RxNorm,33219,Peruvian balsam
AEMPS,781567,Route,Topical Product,
AEMPS,781575,RxNorm,33219,Peruvian balsam
AEMPS,781575,Route,Topical Product,
AEMPS,781583,RxNorm,18631,azithromycin
AEMPS,781583,Strength,40 MG/ML,
AEMPS,781583,Route,Oral Product,
AEMPS,781641,RxNorm,7994,pentamidine
AEMPS,781641,Route,Injectable Product,
AEMPS,781724,RxNorm,1608803,Bordetella pertussis
AEMPS,781724,RxNorm,50937,Haemophilus influenzae type b
AEMPS,781724,RxNorm,763096,"poliovirus vaccine inactivated, type 1 (Mahoney)"
AEMPS,781724,RxNorm,798302,"acellular pertussis vaccine, inactivated"
AEMPS,781724,Route,Injectable Product,
AEMPS,781773,RxNorm,10337,taurine
AEMPS,781773,RxNorm,10524,threonine
AEMPS,781773,RxNorm,10898,tryptophan
AEMPS,781773,RxNorm,1091,arginine
AEMPS,781773,RxNorm,11115,valine
AEMPS,781773,RxNorm,197,acetylcysteine
AEMPS,781773,RxNorm,29209,malic acid
AEMPS,781773,RxNorm,31005,N-acetyltyrosine
AEMPS,781773,RxNorm,426,alanine
AEMPS,781773,RxNorm,4919,glycine
AEMPS,781773,RxNorm,5340,histidine
AEMPS,781773,RxNorm,6033,isoleucine
AEMPS,781773,RxNorm,6308,leucine
AEMPS,781773,RxNorm,6536,lysine
AEMPS,781773,RxNorm,6837,methionine
AEMPS,781773,RxNorm,8156,phenylalanine
AEMPS,781773,RxNorm,8737,proline
AEMPS,781773,RxNorm,9671,serine
AEMPS,781773,Route,Injectable Product,
AEMPS,782250,Strength,100 MG,
AEMPS,782250,RxNorm,6918,metoprolol
AEMPS,782250,Route,Oral Product,
AEMPS,782391,Strength,10 MG,
AEMPS,782391,RxNorm,6646,maprotiline
AEMPS,782391,Route,Oral Product,
AEMPS,782409,Strength,25 MG,
AEMPS,782409,RxNorm,6646,maprotiline
AEMPS,782409,Route,Oral Product,
AEMPS,783001,Strength,200 MG,
AEMPS,783001,RxNorm,8727,progesterone
AEMPS,783001,Route,Oral Product,
AEMPS,783266,RxNorm,1435860,magnesium fluoride
AEMPS,783266,RxNorm,6581,magnesium hydroxide
AEMPS,783266,Route,Oral Product,
AEMPS,783407,RxNorm,11170,verapamil
AEMPS,783407,Strength,2.5 MG/ML,
AEMPS,783407,Route,Injectable Product,
AEMPS,783423,RxNorm,11170,verapamil
AEMPS,783423,Strength,80 MG,
AEMPS,783423,Route,Oral Product,
AEMPS,783605,RxNorm,2551,ciprofloxacin
AEMPS,783605,Strength,3 MG,
AEMPS,783605,Route,Ophthalmic Product,
AEMPS,783993,RxNorm,10104,streptodornase
AEMPS,783993,RxNorm,10106,streptokinase
AEMPS,783993,Route,Oral Product,
AEMPS,784140,RxNorm,358255,aprepitant
AEMPS,784140,Strength,80 MG,
AEMPS,784140,Route,Oral Product,
AEMPS,784215,RxNorm,3264,dexamethasone
AEMPS,784215,RxNorm,7299,neomycin
AEMPS,784215,Route,Ophthalmic Product,
AEMPS,784520,Strength,10000 MG,
AEMPS,784520,RxNorm,28395,lactitol
AEMPS,784520,Route,Oral Product,
AEMPS,784702,RxNorm,27334,hypromellose
AEMPS,784702,Strength,3.2 MG/ML,
AEMPS,784702,Route,Ophthalmic Product,
AEMPS,784710,RxNorm,27334,hypromellose
AEMPS,784710,Strength,3.2 MG/ML,
AEMPS,784710,Route,Ophthalmic Product,
AEMPS,786111,Strength,125 MG,
AEMPS,786111,RxNorm,59161,brivudine
AEMPS,786111,Route,Oral Product,
AEMPS,787218,Strength,0.25 MG/ML,
AEMPS,787218,RxNorm,6883,methylergonovine
AEMPS,787218,Route,Oral Product,
AEMPS,787226,Strength,0.2 MG/ML,
AEMPS,787226,RxNorm,6883,methylergonovine
AEMPS,787226,Route,Injectable Product,
AEMPS,787259,RxNorm,6851,methotrexate
AEMPS,787382,RxNorm,11246,vitamin A
AEMPS,787382,Strength,50000 UNT,
AEMPS,787382,Route,Oral Product,
AEMPS,787507,Strength,30 MG,
AEMPS,787507,RxNorm,7426,nimodipine
AEMPS,787507,Route,Oral Product,
AEMPS,787911,Strength,20 MG,
AEMPS,787911,RxNorm,7052,morphine
AEMPS,787911,Route,Oral Product,
AEMPS,787945,Strength,10 MG,
AEMPS,787945,RxNorm,7052,morphine
AEMPS,787945,Route,Oral Product,
AEMPS,788059,Strength,50 MG,
AEMPS,788059,RxNorm,5487,hydrochlorothiazide
AEMPS,788059,Route,Oral Product,
AEMPS,788489,RxNorm,22697,dexchlorpheniramine
AEMPS,788489,Strength,6 MG,
AEMPS,788489,Route,Oral Product,
AEMPS,788851,Strength,100 MG,
AEMPS,788851,RxNorm,6980,minocycline
AEMPS,788851,Route,Oral Product,
AEMPS,788877,RxNorm,4821,glipizide
AEMPS,788877,Strength,5 MG,
AEMPS,788877,Route,Oral Product,
AEMPS,789347,Strength,25 MG/ML,
AEMPS,789347,RxNorm,4496,fluphenazine
AEMPS,789347,Route,Injectable Product,
AEMPS,790345,Strength,0.1 MG/ML,
AEMPS,790345,RxNorm,4457,flumazenil
AEMPS,790345,Route,Injectable Product,
AEMPS,790410,RxNorm,10524,threonine
AEMPS,790410,RxNorm,10898,tryptophan
AEMPS,790410,RxNorm,1091,arginine
AEMPS,790410,RxNorm,11115,valine
AEMPS,790410,RxNorm,168,acetic acid
AEMPS,790410,RxNorm,3024,cysteine
AEMPS,790410,RxNorm,426,alanine
AEMPS,790410,RxNorm,4919,glycine
AEMPS,790410,RxNorm,5340,histidine
AEMPS,790410,RxNorm,6033,isoleucine
AEMPS,790410,RxNorm,6308,leucine
AEMPS,790410,RxNorm,6536,lysine
AEMPS,790410,RxNorm,6837,methionine
AEMPS,790410,RxNorm,8156,phenylalanine
AEMPS,790410,RxNorm,8737,proline
AEMPS,790410,RxNorm,9671,serine
AEMPS,790410,Route,Injectable Product,
AEMPS,790428,RxNorm,704,amitriptyline
AEMPS,790428,RxNorm,8076,perphenazine
AEMPS,790428,RxDrug,856706,amitriptyline hydrochloride 10 MG / perphenazine 2 MG Oral Tablet
AEMPS,790428,Route,Oral Product,
AEMPS,790493,Strength,400 MG,
AEMPS,790493,RxNorm,4110,ethambutol
AEMPS,790493,Route,Oral Product,
AEMPS,790527,Strength,100000 UNT/ML,
AEMPS,790527,RxNorm,7597,nystatin
AEMPS,790527,Route,Oral Product,
AEMPS,790634,RxNorm,8691,primidone
AEMPS,790915,Strength,10 MG/ML,
AEMPS,790915,RxNorm,4450,fluconazole
AEMPS,790915,Route,Oral Product,
AEMPS,790923,Strength,40 MG/ML,
AEMPS,790923,RxNorm,4450,fluconazole
AEMPS,790923,Route,Oral Product,
AEMPS,791061,Strength,25 MG,
AEMPS,791061,RxNorm,OMOP4700449,levosulpiride
AEMPS,791061,Route,Oral Product,
AEMPS,791285,Strength,50 MG,
AEMPS,791285,RxNorm,8702,procarbazine
AEMPS,791285,Route,Oral Product,
AEMPS,791301,Strength,250 MG/ML,
AEMPS,791301,RxNorm,641,amikacin
AEMPS,791301,Route,Injectable Product,
AEMPS,791327,Strength,2.5 MG,
AEMPS,791327,RxNorm,35296,ramipril
AEMPS,791327,Route,Oral Product,
AEMPS,791756,RxNorm,75917,interferon beta-1a
AEMPS,791780,Strength,10 MG,
AEMPS,791780,RxNorm,6064,isotretinoin
AEMPS,791780,Route,Oral Product,
AEMPS,792242,Strength,200 MG,
AEMPS,792242,RxNorm,9344,ribavirin
AEMPS,792242,Route,Oral Product,
AEMPS,792291,RxNorm,307296,etoricoxib
AEMPS,792291,Strength,60 MG,
AEMPS,792291,Route,Oral Product,
AEMPS,792374,Strength,1 MG,
AEMPS,792374,RxNorm,21125,cinitapride
AEMPS,792374,Route,Oral Product,
AEMPS,792440,Strength,0.9 MG,
AEMPS,792440,RxNorm,4952,thyrotropin alfa
AEMPS,792440,Route,Injectable Product,
AEMPS,792838,Strength,2 MG/ML,
AEMPS,792838,RxNorm,75635,eptifibatide
AEMPS,792838,Route,Injectable Product,
AEMPS,792846,Strength,0.75 MG/ML,
AEMPS,792846,RxNorm,75635,eptifibatide
AEMPS,792846,Route,Injectable Product,
AEMPS,792986,RxNorm,4124,ethinyl estradiol
AEMPS,793604,Strength,100 MG,
AEMPS,793604,RxNorm,8134,phenobarbital
AEMPS,793604,Route,Oral Product,
AEMPS,793653,Strength,155 MG,
AEMPS,793653,RxNorm,2393,chloroquine
AEMPS,793653,Route,Oral Product,
AEMPS,793802,RxNorm,2551,ciprofloxacin
AEMPS,793802,Strength,3 MG/ML,
AEMPS,793802,Route,Otic Product,
AEMPS,793919,RxNorm,2104180,cloperastine
AEMPS,793919,Route,Oral Product,
AEMPS,794354,RxNorm,4815,glyburide
AEMPS,794354,Strength,5 MG,
AEMPS,794354,Route,Oral Product,
AEMPS,794768,Strength,10000 MG,
AEMPS,794768,RxNorm,28395,lactitol
AEMPS,794768,Route,Oral Product,
AEMPS,794859,RxNorm,2194,cefuroxime
AEMPS,795062,Strength,50 MG/ML,
AEMPS,795062,RxNorm,6754,meperidine
AEMPS,795062,Route,Injectable Product,
AEMPS,795351,Strength,50 MG/ML,
AEMPS,795351,RxNorm,6754,meperidine
AEMPS,795351,Route,Injectable Product,
AEMPS,795401,RxNorm,11473,pamidronate
AEMPS,795401,Strength,9 MG/ML,
AEMPS,795401,Route,Injectable Product,
AEMPS,795419,Strength,1.26 MG/ML,
AEMPS,795419,RxNorm,2670,codeine
AEMPS,795419,Route,Oral Product,
AEMPS,796052,RxNorm,2670,codeine
AEMPS,796052,Route,Oral Product,
AEMPS,796284,Strength,500 MG,
AEMPS,796284,RxNorm,7299,neomycin
AEMPS,796284,Route,Oral Product,
AEMPS,796953,Strength,2 MG/ML,
AEMPS,796953,RxNorm,26225,ondansetron
AEMPS,796953,Route,Injectable Product,
AEMPS,796987,RxNorm,19831,budesonide
AEMPS,796987,Strength,3 MG,
AEMPS,796987,Route,Oral Product,
AEMPS,797183,Strength,0.1 MG,
AEMPS,797183,RxNorm,237159,levalbuterol
AEMPS,797183,Route,Inhalant Product,
AEMPS,797191,Strength,1 MG/ML,
AEMPS,797191,RxNorm,2890,cosyntropin
AEMPS,797191,Route,Injectable Product,
AEMPS,797597,RxNorm,2408,chlortetracycline
AEMPS,797597,Strength,5 MG,
AEMPS,797597,Route,Ophthalmic Product,
AEMPS,797639,RxNorm,2348,chloramphenicol
AEMPS,797639,RxNorm,3264,dexamethasone
AEMPS,797639,Route,Ophthalmic Product,
AEMPS,797746,RxNorm,7299,neomycin
AEMPS,797746,RxNorm,8640,prednisone
AEMPS,797746,Route,Ophthalmic Product,
AEMPS,797811,RxNorm,5011,gramicidin
AEMPS,797811,RxNorm,7299,neomycin
AEMPS,797811,Route,Ophthalmic Product,
AEMPS,797894,Strength,1 MG,
AEMPS,797894,RxNorm,108118,mometasone
AEMPS,797894,Route,Topical Product,
AEMPS,798116,Strength,400 MG,
AEMPS,798116,RxNorm,5640,ibuprofen
AEMPS,798116,Route,Oral Product,
AEMPS,798215,Strength,192 MG,
AEMPS,798215,RxNorm,2372,chlormethiazole
AEMPS,798215,Route,Oral Product,
AEMPS,798330,Strength,24 MG/ML,
AEMPS,798330,RxNorm,33562,foscarnet
AEMPS,798330,Route,Injectable Product,
AEMPS,798413,RxNorm,1886,caffeine
AEMPS,798413,RxNorm,34710,propyphenazone
AEMPS,798413,Route,Oral Product,
AEMPS,798462,Strength,0.5 MG/ML,
AEMPS,798462,RxNorm,11248,vitamin B12
AEMPS,798462,Route,Injectable Product,
AEMPS,798611,Strength,4 MG,
AEMPS,798611,RxNorm,8331,pimozide
AEMPS,798611,Route,Oral Product,
AEMPS,798629,Strength,1 MG,
AEMPS,798629,RxNorm,8331,pimozide
AEMPS,798629,Route,Oral Product,
AEMPS,798637,Strength,1 MG,
AEMPS,798637,RxNorm,8331,pimozide
AEMPS,798637,Route,Oral Product,
AEMPS,798660,Strength,25 MG/ML,
AEMPS,798660,RxNorm,2625,cloxacillin
AEMPS,798660,Route,Oral Product,
AEMPS,798942,Strength,20 MG,
AEMPS,798942,RxNorm,50166,fosinopril
AEMPS,798942,Route,Oral Product,
AEMPS,798959,RxNorm,36437,sertraline
AEMPS,798959,Strength,50 MG,
AEMPS,798959,Route,Oral Product,
AEMPS,799015,Strength,0.2 MG,
AEMPS,799015,RxNorm,19831,budesonide
AEMPS,799015,Route,Inhalant Product,
AEMPS,799486,Strength,100 MG,
AEMPS,799486,RxNorm,36437,sertraline
AEMPS,799486,Route,Oral Product,
AEMPS,799668,RxNorm,1399,benzocaine
AEMPS,799668,RxNorm,2378,chlorobutanol
AEMPS,799668,RxNorm,33290,phenol
AEMPS,799668,Route,Otic Product,
AEMPS,799734,RxNorm,10391,tetracaine
AEMPS,799734,RxNorm,1378,benzalkonium
AEMPS,799734,RxNorm,33290,phenol
AEMPS,799734,RxNorm,6750,menthol
AEMPS,799734,Route,Otic Product,
AEMPS,800086,Strength,0.15 MG/ML,
AEMPS,800086,RxNorm,35465,Rho(D) immune globulin
AEMPS,800086,Route,Injectable Product,
AEMPS,800300,Strength,0.7 MG/ML,
AEMPS,800300,RxNorm,448,ethanol
AEMPS,800300,Route,Topical Product,
AEMPS,800367,RxNorm,6468,loperamide
AEMPS,800417,Strength,2 MG,
AEMPS,800417,RxNorm,6468,loperamide
AEMPS,800417,Route,Oral Product,
AEMPS,800425,RxNorm,1011,"lymphocyte immune globulin, anti-thymocyte globulin"
AEMPS,800425,Strength,25 MG,
AEMPS,800425,Route,Injectable Product,
AEMPS,800433,Strength,2 MG,
AEMPS,800433,RxNorm,6468,loperamide
AEMPS,800433,Route,Oral Product,
AEMPS,800805,Strength,0.5 MG,
AEMPS,800805,RxNorm,1514,betamethasone
AEMPS,800805,Route,Topical Product,
AEMPS,801324,Strength,4 MG,
AEMPS,801324,RxNorm,49276,doxazosin
AEMPS,801324,Route,Oral Product,
